location,date,vaccine,total_vaccinations
Uruguay,2021-09-25,Oxford/AstraZeneca,88371
Uruguay,2021-09-25,Pfizer/BioNTech,1936492
Uruguay,2021-09-25,Sinovac,3246425
Uruguay,2021-09-26,Oxford/AstraZeneca,88372
Uruguay,2021-09-26,Pfizer/BioNTech,1936564
Uruguay,2021-09-26,Sinovac,3246425
Uruguay,2021-09-27,Oxford/AstraZeneca,88372
Uruguay,2021-09-27,Pfizer/BioNTech,1943129
Uruguay,2021-09-27,Sinovac,3246443
Uruguay,2021-09-28,Oxford/AstraZeneca,88373
Uruguay,2021-09-28,Pfizer/BioNTech,1946086
Uruguay,2021-09-28,Sinovac,3246458
Uruguay,2021-09-29,Oxford/AstraZeneca,88374
Uruguay,2021-09-29,Pfizer/BioNTech,1948188
Uruguay,2021-09-29,Sinovac,3246467
Uruguay,2021-09-30,Oxford/AstraZeneca,88377
Uruguay,2021-09-30,Pfizer/BioNTech,1950827
Uruguay,2021-09-30,Sinovac,3246483
Uruguay,2021-10-01,Oxford/AstraZeneca,88378
Uruguay,2021-10-01,Pfizer/BioNTech,1953819
Uruguay,2021-10-01,Sinovac,3246499
Uruguay,2021-10-02,Oxford/AstraZeneca,88379
Uruguay,2021-10-02,Pfizer/BioNTech,1954074
Uruguay,2021-10-02,Sinovac,3246500
Uruguay,2021-10-03,Oxford/AstraZeneca,88379
Uruguay,2021-10-03,Pfizer/BioNTech,1954237
Uruguay,2021-10-03,Sinovac,3246500
Uruguay,2021-10-04,Oxford/AstraZeneca,88379
Uruguay,2021-10-04,Pfizer/BioNTech,1965186
Uruguay,2021-10-04,Sinovac,3246510
Uruguay,2021-10-05,Oxford/AstraZeneca,88379
Uruguay,2021-10-05,Pfizer/BioNTech,1969776
Uruguay,2021-10-05,Sinovac,3246515
Uruguay,2021-10-06,Oxford/AstraZeneca,88379
Uruguay,2021-10-06,Pfizer/BioNTech,1974791
Uruguay,2021-10-06,Sinovac,3246532
Uruguay,2021-10-07,Oxford/AstraZeneca,88382
Uruguay,2021-10-07,Pfizer/BioNTech,1979575
Uruguay,2021-10-07,Sinovac,3246545
Uruguay,2021-10-08,Oxford/AstraZeneca,88383
Uruguay,2021-10-08,Pfizer/BioNTech,1984615
Uruguay,2021-10-08,Sinovac,3246568
Uruguay,2021-10-09,Oxford/AstraZeneca,88383
Uruguay,2021-10-09,Pfizer/BioNTech,1984837
Uruguay,2021-10-09,Sinovac,3246568
Uruguay,2021-10-10,Oxford/AstraZeneca,88383
Uruguay,2021-10-10,Pfizer/BioNTech,1984857
Uruguay,2021-10-10,Sinovac,3246568
Uruguay,2021-10-11,Oxford/AstraZeneca,88383
Uruguay,2021-10-11,Pfizer/BioNTech,1988874
Uruguay,2021-10-11,Sinovac,3246578
Uruguay,2021-10-12,Oxford/AstraZeneca,88383
Uruguay,2021-10-12,Pfizer/BioNTech,1992738
Uruguay,2021-10-12,Sinovac,3246590
Uruguay,2021-10-13,Oxford/AstraZeneca,88386
Uruguay,2021-10-13,Pfizer/BioNTech,1994875
Uruguay,2021-10-13,Sinovac,3246603
Uruguay,2021-10-14,Oxford/AstraZeneca,88387
Uruguay,2021-10-14,Pfizer/BioNTech,1997801
Uruguay,2021-10-14,Sinovac,3246615
Uruguay,2021-10-15,Oxford/AstraZeneca,88389
Uruguay,2021-10-15,Pfizer/BioNTech,2002393
Uruguay,2021-10-15,Sinovac,3246625
Uruguay,2021-10-16,Oxford/AstraZeneca,88389
Uruguay,2021-10-16,Pfizer/BioNTech,2002457
Uruguay,2021-10-16,Sinovac,3246625
Uruguay,2021-10-17,Oxford/AstraZeneca,88389
Uruguay,2021-10-17,Pfizer/BioNTech,2002458
Uruguay,2021-10-17,Sinovac,3246625
Uruguay,2021-10-18,Oxford/AstraZeneca,88389
Uruguay,2021-10-18,Pfizer/BioNTech,2007013
Uruguay,2021-10-18,Sinovac,3246640
Uruguay,2021-10-19,Oxford/AstraZeneca,88389
Uruguay,2021-10-19,Pfizer/BioNTech,2009322
Uruguay,2021-10-19,Sinovac,3246649
Uruguay,2021-10-20,Oxford/AstraZeneca,88390
Uruguay,2021-10-20,Pfizer/BioNTech,2009930
Uruguay,2021-10-20,Sinovac,3246651
Uruguay,2021-10-21,Oxford/AstraZeneca,88391
Uruguay,2021-10-21,Pfizer/BioNTech,2011679
Uruguay,2021-10-21,Sinovac,3246672
Uruguay,2021-10-22,Oxford/AstraZeneca,88391
Uruguay,2021-10-22,Pfizer/BioNTech,2015562
Uruguay,2021-10-22,Sinovac,3246689
Uruguay,2021-10-23,Oxford/AstraZeneca,88391
Uruguay,2021-10-23,Pfizer/BioNTech,2015569
Uruguay,2021-10-23,Sinovac,3246689
Uruguay,2021-10-24,Oxford/AstraZeneca,88391
Uruguay,2021-10-24,Pfizer/BioNTech,2015632
Uruguay,2021-10-24,Sinovac,3246689
Uruguay,2021-10-25,Oxford/AstraZeneca,88391
Uruguay,2021-10-25,Pfizer/BioNTech,2020594
Uruguay,2021-10-25,Sinovac,3246698
Uruguay,2021-10-26,Oxford/AstraZeneca,88391
Uruguay,2021-10-26,Pfizer/BioNTech,2022297
Uruguay,2021-10-26,Sinovac,3246712
Uruguay,2021-10-27,Oxford/AstraZeneca,88391
Uruguay,2021-10-27,Pfizer/BioNTech,2023747
Uruguay,2021-10-27,Sinovac,3246718
Uruguay,2021-10-28,Oxford/AstraZeneca,88391
Uruguay,2021-10-28,Pfizer/BioNTech,2025262
Uruguay,2021-10-28,Sinovac,3246720
Uruguay,2021-10-29,Oxford/AstraZeneca,88391
Uruguay,2021-10-29,Pfizer/BioNTech,2028142
Uruguay,2021-10-29,Sinovac,3246725
Uruguay,2021-10-30,Oxford/AstraZeneca,88391
Uruguay,2021-10-30,Pfizer/BioNTech,2028238
Uruguay,2021-10-30,Sinovac,3246725
Uruguay,2021-10-31,Oxford/AstraZeneca,88391
Uruguay,2021-10-31,Pfizer/BioNTech,2028238
Uruguay,2021-10-31,Sinovac,3246725
Uruguay,2021-11-01,Oxford/AstraZeneca,88391
Uruguay,2021-11-01,Pfizer/BioNTech,2031186
Uruguay,2021-11-01,Sinovac,3246725
Uruguay,2021-11-02,Oxford/AstraZeneca,88392
Uruguay,2021-11-02,Pfizer/BioNTech,2031188
Uruguay,2021-11-02,Sinovac,3246725
Uruguay,2021-11-03,Oxford/AstraZeneca,88393
Uruguay,2021-11-03,Pfizer/BioNTech,2033414
Uruguay,2021-11-03,Sinovac,3246731
Uruguay,2021-11-04,Oxford/AstraZeneca,88394
Uruguay,2021-11-04,Pfizer/BioNTech,2035392
Uruguay,2021-11-04,Sinovac,3246739
Uruguay,2021-11-05,Oxford/AstraZeneca,88395
Uruguay,2021-11-05,Pfizer/BioNTech,2039329
Uruguay,2021-11-05,Sinovac,3246760
Uruguay,2021-11-06,Oxford/AstraZeneca,88396
Uruguay,2021-11-06,Pfizer/BioNTech,2039438
Uruguay,2021-11-06,Sinovac,3246760
Uruguay,2021-11-07,Oxford/AstraZeneca,88396
Uruguay,2021-11-07,Pfizer/BioNTech,2039438
Uruguay,2021-11-07,Sinovac,3246760
Uruguay,2021-11-08,Oxford/AstraZeneca,88397
Uruguay,2021-11-08,Pfizer/BioNTech,2041100
Uruguay,2021-11-08,Sinovac,3246762
Uruguay,2021-11-09,Oxford/AstraZeneca,88397
Uruguay,2021-11-09,Pfizer/BioNTech,2043789
Uruguay,2021-11-09,Sinovac,3246765
Uruguay,2021-11-10,Oxford/AstraZeneca,88397
Uruguay,2021-11-10,Pfizer/BioNTech,2046103
Uruguay,2021-11-10,Sinovac,3246772
Uruguay,2021-11-11,Oxford/AstraZeneca,88398
Uruguay,2021-11-11,Pfizer/BioNTech,2048803
Uruguay,2021-11-11,Sinovac,3246791
Uruguay,2021-11-12,Oxford/AstraZeneca,88398
Uruguay,2021-11-12,Pfizer/BioNTech,2053869
Uruguay,2021-11-12,Sinovac,3246804
Uruguay,2021-11-13,Oxford/AstraZeneca,88398
Uruguay,2021-11-13,Pfizer/BioNTech,2053927
Uruguay,2021-11-13,Sinovac,3246804
Uruguay,2021-11-14,Oxford/AstraZeneca,88398
Uruguay,2021-11-14,Pfizer/BioNTech,2053933
Uruguay,2021-11-14,Sinovac,3246804
Uruguay,2021-11-15,Oxford/AstraZeneca,88398
Uruguay,2021-11-15,Pfizer/BioNTech,2055579
Uruguay,2021-11-15,Sinovac,3246808
Uruguay,2021-11-16,Oxford/AstraZeneca,88398
Uruguay,2021-11-16,Pfizer/BioNTech,2057001
Uruguay,2021-11-16,Sinovac,3246812
Uruguay,2021-11-17,Oxford/AstraZeneca,88398
Uruguay,2021-11-17,Pfizer/BioNTech,2057432
Uruguay,2021-11-17,Sinovac,3246820
Uruguay,2021-11-18,Oxford/AstraZeneca,88398
Uruguay,2021-11-18,Pfizer/BioNTech,2058829
Uruguay,2021-11-18,Sinovac,3246825
Uruguay,2021-11-19,Oxford/AstraZeneca,88398
Uruguay,2021-11-19,Pfizer/BioNTech,2063109
Uruguay,2021-11-19,Sinovac,3246845
Uruguay,2021-11-20,Oxford/AstraZeneca,88398
Uruguay,2021-11-20,Pfizer/BioNTech,2063118
Uruguay,2021-11-20,Sinovac,3246846
Uruguay,2021-11-21,Oxford/AstraZeneca,88398
Uruguay,2021-11-21,Pfizer/BioNTech,2063121
Uruguay,2021-11-21,Sinovac,3246846
Uruguay,2021-11-22,Oxford/AstraZeneca,88398
Uruguay,2021-11-22,Pfizer/BioNTech,2065634
Uruguay,2021-11-22,Sinovac,3246857
Uruguay,2021-11-23,Oxford/AstraZeneca,88398
Uruguay,2021-11-23,Pfizer/BioNTech,2066980
Uruguay,2021-11-23,Sinovac,3246865
Uruguay,2021-11-24,Oxford/AstraZeneca,88398
Uruguay,2021-11-24,Pfizer/BioNTech,2067981
Uruguay,2021-11-24,Sinovac,3246872
Uruguay,2021-11-25,Oxford/AstraZeneca,88398
Uruguay,2021-11-25,Pfizer/BioNTech,2068840
Uruguay,2021-11-25,Sinovac,3246874
Uruguay,2021-11-26,Oxford/AstraZeneca,88398
Uruguay,2021-11-26,Pfizer/BioNTech,2070352
Uruguay,2021-11-26,Sinovac,3246880
Uruguay,2021-11-27,Oxford/AstraZeneca,88398
Uruguay,2021-11-27,Pfizer/BioNTech,2070402
Uruguay,2021-11-27,Sinovac,3246880
Uruguay,2021-11-28,Oxford/AstraZeneca,88398
Uruguay,2021-11-28,Pfizer/BioNTech,2070402
Uruguay,2021-11-28,Sinovac,3246880
Uruguay,2021-11-29,Oxford/AstraZeneca,88398
Uruguay,2021-11-29,Pfizer/BioNTech,2072037
Uruguay,2021-11-29,Sinovac,3246883
Uruguay,2021-11-30,Oxford/AstraZeneca,88398
Uruguay,2021-11-30,Pfizer/BioNTech,2073429
Uruguay,2021-11-30,Sinovac,3246890
Uruguay,2021-12-01,Oxford/AstraZeneca,88398
Uruguay,2021-12-01,Pfizer/BioNTech,2074360
Uruguay,2021-12-01,Sinovac,3246897
Uruguay,2021-12-02,Oxford/AstraZeneca,88398
Uruguay,2021-12-02,Pfizer/BioNTech,2075393
Uruguay,2021-12-02,Sinovac,3246911
Uruguay,2021-12-03,Oxford/AstraZeneca,88398
Uruguay,2021-12-03,Pfizer/BioNTech,2078132
Uruguay,2021-12-03,Sinovac,3246936
Uruguay,2021-12-04,Oxford/AstraZeneca,88398
Uruguay,2021-12-04,Pfizer/BioNTech,2078152
Uruguay,2021-12-04,Sinovac,3246936
Uruguay,2021-12-05,Oxford/AstraZeneca,88398
Uruguay,2021-12-05,Pfizer/BioNTech,2078152
Uruguay,2021-12-05,Sinovac,3246936
Uruguay,2021-12-06,Oxford/AstraZeneca,88398
Uruguay,2021-12-06,Pfizer/BioNTech,2079292
Uruguay,2021-12-06,Sinovac,3246942
Uruguay,2021-12-07,Oxford/AstraZeneca,88398
Uruguay,2021-12-07,Pfizer/BioNTech,2080774
Uruguay,2021-12-07,Sinovac,3246952
Uruguay,2021-12-08,Oxford/AstraZeneca,88398
Uruguay,2021-12-08,Pfizer/BioNTech,2082086
Uruguay,2021-12-08,Sinovac,3246954
Uruguay,2021-12-09,Oxford/AstraZeneca,88398
Uruguay,2021-12-09,Pfizer/BioNTech,2083357
Uruguay,2021-12-09,Sinovac,3246956
Uruguay,2021-12-10,Oxford/AstraZeneca,88398
Uruguay,2021-12-10,Pfizer/BioNTech,2085474
Uruguay,2021-12-10,Sinovac,3246965
Uruguay,2021-12-11,Oxford/AstraZeneca,88398
Uruguay,2021-12-11,Pfizer/BioNTech,2085484
Uruguay,2021-12-11,Sinovac,3246965
European Union,2020-12-27,Johnson&Johnson,0
European Union,2020-12-27,Moderna,10
European Union,2020-12-27,Oxford/AstraZeneca,0
European Union,2020-12-27,Pfizer/BioNTech,34463
European Union,2020-12-27,Sinopharm/Beijing,0
European Union,2020-12-27,Sinovac,0
European Union,2020-12-27,Sputnik V,0
European Union,2020-12-28,Johnson&Johnson,0
European Union,2020-12-28,Moderna,14
European Union,2020-12-28,Oxford/AstraZeneca,0
European Union,2020-12-28,Pfizer/BioNTech,58614
European Union,2020-12-28,Sinopharm/Beijing,0
European Union,2020-12-28,Sinovac,0
European Union,2020-12-28,Sputnik V,0
European Union,2020-12-29,Johnson&Johnson,0
European Union,2020-12-29,Moderna,18
European Union,2020-12-29,Oxford/AstraZeneca,1
European Union,2020-12-29,Pfizer/BioNTech,115817
European Union,2020-12-29,Sinopharm/Beijing,0
European Union,2020-12-29,Sinovac,0
European Union,2020-12-29,Sputnik V,0
European Union,2020-12-30,Johnson&Johnson,0
European Union,2020-12-30,Moderna,28
European Union,2020-12-30,Oxford/AstraZeneca,1
European Union,2020-12-30,Pfizer/BioNTech,192380
European Union,2020-12-30,Sinopharm/Beijing,0
European Union,2020-12-30,Sinovac,0
European Union,2020-12-30,Sputnik V,0
European Union,2020-12-31,Johnson&Johnson,0
European Union,2020-12-31,Moderna,29
European Union,2020-12-31,Oxford/AstraZeneca,2
European Union,2020-12-31,Pfizer/BioNTech,274532
European Union,2020-12-31,Sinopharm/Beijing,0
European Union,2020-12-31,Sinovac,0
European Union,2020-12-31,Sputnik V,0
European Union,2021-01-01,Johnson&Johnson,1
European Union,2021-01-01,Moderna,91
European Union,2021-01-01,Oxford/AstraZeneca,7
European Union,2021-01-01,Pfizer/BioNTech,335748
European Union,2021-01-01,Sinopharm/Beijing,0
European Union,2021-01-01,Sinovac,0
European Union,2021-01-01,Sputnik V,0
European Union,2021-01-02,Johnson&Johnson,1
European Union,2021-01-02,Moderna,99
European Union,2021-01-02,Oxford/AstraZeneca,7
European Union,2021-01-02,Pfizer/BioNTech,426014
European Union,2021-01-02,Sinopharm/Beijing,0
European Union,2021-01-02,Sinovac,0
European Union,2021-01-02,Sputnik V,0
European Union,2021-01-03,Johnson&Johnson,1
European Union,2021-01-03,Moderna,120
European Union,2021-01-03,Oxford/AstraZeneca,7
European Union,2021-01-03,Pfizer/BioNTech,485990
European Union,2021-01-03,Sinopharm/Beijing,0
European Union,2021-01-03,Sinovac,0
European Union,2021-01-03,Sputnik V,0
European Union,2021-01-04,Johnson&Johnson,29
European Union,2021-01-04,Moderna,155
European Union,2021-01-04,Oxford/AstraZeneca,7
European Union,2021-01-04,Pfizer/BioNTech,619766
European Union,2021-01-04,Sinopharm/Beijing,0
European Union,2021-01-04,Sinovac,0
European Union,2021-01-04,Sputnik V,0
European Union,2021-01-05,Johnson&Johnson,31
European Union,2021-01-05,Moderna,162
European Union,2021-01-05,Oxford/AstraZeneca,7
European Union,2021-01-05,Pfizer/BioNTech,779982
European Union,2021-01-05,Sinopharm/Beijing,0
European Union,2021-01-05,Sinovac,0
European Union,2021-01-05,Sputnik V,0
European Union,2021-01-06,Johnson&Johnson,33
European Union,2021-01-06,Moderna,180
European Union,2021-01-06,Oxford/AstraZeneca,10
European Union,2021-01-06,Pfizer/BioNTech,943560
European Union,2021-01-06,Sinopharm/Beijing,0
European Union,2021-01-06,Sinovac,0
European Union,2021-01-06,Sputnik V,0
European Union,2021-01-07,Johnson&Johnson,36
European Union,2021-01-07,Moderna,194
European Union,2021-01-07,Oxford/AstraZeneca,12
European Union,2021-01-07,Pfizer/BioNTech,1146775
European Union,2021-01-07,Sinopharm/Beijing,0
European Union,2021-01-07,Sinovac,0
European Union,2021-01-07,Sputnik V,0
European Union,2021-01-08,Johnson&Johnson,64
European Union,2021-01-08,Moderna,590
European Union,2021-01-08,Oxford/AstraZeneca,280
European Union,2021-01-08,Pfizer/BioNTech,2553506
European Union,2021-01-08,Sinopharm/Beijing,0
European Union,2021-01-08,Sinovac,0
European Union,2021-01-08,Sputnik V,0
European Union,2021-01-09,Johnson&Johnson,64
European Union,2021-01-09,Moderna,653
European Union,2021-01-09,Oxford/AstraZeneca,283
European Union,2021-01-09,Pfizer/BioNTech,2725454
European Union,2021-01-09,Sinopharm/Beijing,0
European Union,2021-01-09,Sinovac,0
European Union,2021-01-09,Sputnik V,0
European Union,2021-01-10,Johnson&Johnson,64
European Union,2021-01-10,Moderna,666
European Union,2021-01-10,Oxford/AstraZeneca,284
European Union,2021-01-10,Pfizer/BioNTech,2836208
European Union,2021-01-10,Sinopharm/Beijing,0
European Union,2021-01-10,Sinovac,0
European Union,2021-01-10,Sputnik V,0
European Union,2021-01-11,Johnson&Johnson,64
European Union,2021-01-11,Moderna,867
European Union,2021-01-11,Oxford/AstraZeneca,286
European Union,2021-01-11,Pfizer/BioNTech,3054207
European Union,2021-01-11,Sinopharm/Beijing,0
European Union,2021-01-11,Sinovac,0
European Union,2021-01-11,Sputnik V,0
European Union,2021-01-12,Johnson&Johnson,65
European Union,2021-01-12,Moderna,1053
European Union,2021-01-12,Oxford/AstraZeneca,292
European Union,2021-01-12,Pfizer/BioNTech,3308776
European Union,2021-01-12,Sinopharm/Beijing,0
European Union,2021-01-12,Sinovac,0
European Union,2021-01-12,Sputnik V,0
European Union,2021-01-13,Johnson&Johnson,65
European Union,2021-01-13,Moderna,2501
European Union,2021-01-13,Oxford/AstraZeneca,292
European Union,2021-01-13,Pfizer/BioNTech,3608516
European Union,2021-01-13,Sinopharm/Beijing,0
European Union,2021-01-13,Sinovac,0
European Union,2021-01-13,Sputnik V,0
European Union,2021-01-14,Johnson&Johnson,65
European Union,2021-01-14,Moderna,11074
European Union,2021-01-14,Oxford/AstraZeneca,295
European Union,2021-01-14,Pfizer/BioNTech,3891869
European Union,2021-01-14,Sinopharm/Beijing,0
European Union,2021-01-14,Sinovac,0
European Union,2021-01-14,Sputnik V,0
European Union,2021-01-15,Johnson&Johnson,71
European Union,2021-01-15,Moderna,36132
European Union,2021-01-15,Oxford/AstraZeneca,502
European Union,2021-01-15,Pfizer/BioNTech,5620349
European Union,2021-01-15,Sinopharm/Beijing,1
European Union,2021-01-15,Sinovac,0
European Union,2021-01-15,Sputnik V,0
European Union,2021-01-16,Johnson&Johnson,72
European Union,2021-01-16,Moderna,39551
European Union,2021-01-16,Oxford/AstraZeneca,506
European Union,2021-01-16,Pfizer/BioNTech,5777770
European Union,2021-01-16,Sinopharm/Beijing,1
European Union,2021-01-16,Sinovac,0
European Union,2021-01-16,Sputnik V,0
European Union,2021-01-17,Johnson&Johnson,73
European Union,2021-01-17,Moderna,41389
European Union,2021-01-17,Oxford/AstraZeneca,510
European Union,2021-01-17,Pfizer/BioNTech,5883723
European Union,2021-01-17,Sinopharm/Beijing,1
European Union,2021-01-17,Sinovac,0
European Union,2021-01-17,Sputnik V,0
European Union,2021-01-18,Johnson&Johnson,73
European Union,2021-01-18,Moderna,50302
European Union,2021-01-18,Oxford/AstraZeneca,516
European Union,2021-01-18,Pfizer/BioNTech,6133556
European Union,2021-01-18,Sinopharm/Beijing,1
European Union,2021-01-18,Sinovac,0
European Union,2021-01-18,Sputnik V,0
European Union,2021-01-19,Johnson&Johnson,73
European Union,2021-01-19,Moderna,61996
European Union,2021-01-19,Oxford/AstraZeneca,569
European Union,2021-01-19,Pfizer/BioNTech,6456559
European Union,2021-01-19,Sinopharm/Beijing,1
European Union,2021-01-19,Sinovac,0
European Union,2021-01-19,Sputnik V,0
European Union,2021-01-20,Johnson&Johnson,73
European Union,2021-01-20,Moderna,75213
European Union,2021-01-20,Oxford/AstraZeneca,574
European Union,2021-01-20,Pfizer/BioNTech,6800498
European Union,2021-01-20,Sinopharm/Beijing,1
European Union,2021-01-20,Sinovac,0
European Union,2021-01-20,Sputnik V,0
European Union,2021-01-21,Johnson&Johnson,73
European Union,2021-01-21,Moderna,87406
European Union,2021-01-21,Oxford/AstraZeneca,576
European Union,2021-01-21,Pfizer/BioNTech,7145807
European Union,2021-01-21,Sinopharm/Beijing,1
European Union,2021-01-21,Sinovac,0
European Union,2021-01-21,Sputnik V,0
European Union,2021-01-22,Johnson&Johnson,75
European Union,2021-01-22,Moderna,135884
European Union,2021-01-22,Oxford/AstraZeneca,875
European Union,2021-01-22,Pfizer/BioNTech,8885238
European Union,2021-01-22,Sinopharm/Beijing,2
European Union,2021-01-22,Sinovac,0
European Union,2021-01-22,Sputnik V,0
European Union,2021-01-23,Johnson&Johnson,75
European Union,2021-01-23,Moderna,139179
European Union,2021-01-23,Oxford/AstraZeneca,884
European Union,2021-01-23,Pfizer/BioNTech,9084033
European Union,2021-01-23,Sinopharm/Beijing,2
European Union,2021-01-23,Sinovac,0
European Union,2021-01-23,Sputnik V,0
European Union,2021-01-24,Johnson&Johnson,75
European Union,2021-01-24,Moderna,140450
European Union,2021-01-24,Oxford/AstraZeneca,888
European Union,2021-01-24,Pfizer/BioNTech,9204825
European Union,2021-01-24,Sinopharm/Beijing,2
European Union,2021-01-24,Sinovac,0
European Union,2021-01-24,Sputnik V,0
European Union,2021-01-25,Johnson&Johnson,75
European Union,2021-01-25,Moderna,146589
European Union,2021-01-25,Oxford/AstraZeneca,893
European Union,2021-01-25,Pfizer/BioNTech,9490082
European Union,2021-01-25,Sinopharm/Beijing,3
European Union,2021-01-25,Sinovac,0
European Union,2021-01-25,Sputnik V,0
European Union,2021-01-26,Johnson&Johnson,75
European Union,2021-01-26,Moderna,152957
European Union,2021-01-26,Oxford/AstraZeneca,901
European Union,2021-01-26,Pfizer/BioNTech,9825325
European Union,2021-01-26,Sinopharm/Beijing,3
European Union,2021-01-26,Sinovac,0
European Union,2021-01-26,Sputnik V,0
European Union,2021-01-27,Johnson&Johnson,76
European Union,2021-01-27,Moderna,159428
European Union,2021-01-27,Oxford/AstraZeneca,910
European Union,2021-01-27,Pfizer/BioNTech,10168807
European Union,2021-01-27,Sinopharm/Beijing,3
European Union,2021-01-27,Sinovac,0
European Union,2021-01-27,Sputnik V,0
European Union,2021-01-28,Johnson&Johnson,77
European Union,2021-01-28,Moderna,165788
European Union,2021-01-28,Oxford/AstraZeneca,915
European Union,2021-01-28,Pfizer/BioNTech,10540312
European Union,2021-01-28,Sinopharm/Beijing,3
European Union,2021-01-28,Sinovac,0
European Union,2021-01-28,Sputnik V,0
European Union,2021-01-29,Johnson&Johnson,80
European Union,2021-01-29,Moderna,201028
European Union,2021-01-29,Oxford/AstraZeneca,1267
European Union,2021-01-29,Pfizer/BioNTech,12671350
European Union,2021-01-29,Sinopharm/Beijing,3
European Union,2021-01-29,Sinovac,0
European Union,2021-01-29,Sputnik V,0
European Union,2021-01-30,Johnson&Johnson,82
European Union,2021-01-30,Moderna,203519
European Union,2021-01-30,Oxford/AstraZeneca,1276
European Union,2021-01-30,Pfizer/BioNTech,12908478
European Union,2021-01-30,Sinopharm/Beijing,3
European Union,2021-01-30,Sinovac,0
European Union,2021-01-30,Sputnik V,0
European Union,2021-01-31,Johnson&Johnson,82
European Union,2021-01-31,Moderna,204154
European Union,2021-01-31,Oxford/AstraZeneca,1285
European Union,2021-01-31,Pfizer/BioNTech,13053110
European Union,2021-01-31,Sinopharm/Beijing,3
European Union,2021-01-31,Sinovac,0
European Union,2021-01-31,Sputnik V,0
European Union,2021-02-01,Johnson&Johnson,82
European Union,2021-02-01,Moderna,210552
European Union,2021-02-01,Oxford/AstraZeneca,1343
European Union,2021-02-01,Pfizer/BioNTech,13369585
European Union,2021-02-01,Sinopharm/Beijing,3
European Union,2021-02-01,Sinovac,0
European Union,2021-02-01,Sputnik V,0
European Union,2021-02-02,Johnson&Johnson,84
European Union,2021-02-02,Moderna,219728
European Union,2021-02-02,Oxford/AstraZeneca,1393
European Union,2021-02-02,Pfizer/BioNTech,13732040
European Union,2021-02-02,Sinopharm/Beijing,3
European Union,2021-02-02,Sinovac,0
European Union,2021-02-02,Sputnik V,0
European Union,2021-02-03,Johnson&Johnson,84
European Union,2021-02-03,Moderna,233693
European Union,2021-02-03,Oxford/AstraZeneca,1421
European Union,2021-02-03,Pfizer/BioNTech,14130786
European Union,2021-02-03,Sinopharm/Beijing,3
European Union,2021-02-03,Sinovac,0
European Union,2021-02-03,Sputnik V,0
European Union,2021-02-04,Johnson&Johnson,88
European Union,2021-02-04,Moderna,253860
European Union,2021-02-04,Oxford/AstraZeneca,1431
European Union,2021-02-04,Pfizer/BioNTech,14527714
European Union,2021-02-04,Sinopharm/Beijing,3
European Union,2021-02-04,Sinovac,0
European Union,2021-02-04,Sputnik V,0
European Union,2021-02-05,Johnson&Johnson,103
European Union,2021-02-05,Moderna,350702
European Union,2021-02-05,Oxford/AstraZeneca,1841
European Union,2021-02-05,Pfizer/BioNTech,16928466
European Union,2021-02-05,Sinopharm/Beijing,4
European Union,2021-02-05,Sinovac,0
European Union,2021-02-05,Sputnik V,0
European Union,2021-02-06,Johnson&Johnson,104
European Union,2021-02-06,Moderna,365902
European Union,2021-02-06,Oxford/AstraZeneca,3176
European Union,2021-02-06,Pfizer/BioNTech,17140569
European Union,2021-02-06,Sinopharm/Beijing,4
European Union,2021-02-06,Sinovac,0
European Union,2021-02-06,Sputnik V,0
European Union,2021-02-07,Johnson&Johnson,106
European Union,2021-02-07,Moderna,377447
European Union,2021-02-07,Oxford/AstraZeneca,4590
European Union,2021-02-07,Pfizer/BioNTech,17252694
European Union,2021-02-07,Sinopharm/Beijing,4
European Union,2021-02-07,Sinovac,0
European Union,2021-02-07,Sputnik V,0
European Union,2021-02-08,Johnson&Johnson,109
European Union,2021-02-08,Moderna,396867
European Union,2021-02-08,Oxford/AstraZeneca,7368
European Union,2021-02-08,Pfizer/BioNTech,17550575
European Union,2021-02-08,Sinopharm/Beijing,4
European Union,2021-02-08,Sinovac,0
European Union,2021-02-08,Sputnik V,0
European Union,2021-02-09,Johnson&Johnson,109
European Union,2021-02-09,Moderna,418842
European Union,2021-02-09,Oxford/AstraZeneca,14345
European Union,2021-02-09,Pfizer/BioNTech,17917510
European Union,2021-02-09,Sinopharm/Beijing,4
European Union,2021-02-09,Sinovac,0
European Union,2021-02-09,Sputnik V,0
European Union,2021-02-10,Johnson&Johnson,110
European Union,2021-02-10,Moderna,441413
European Union,2021-02-10,Oxford/AstraZeneca,32694
European Union,2021-02-10,Pfizer/BioNTech,18312728
European Union,2021-02-10,Sinopharm/Beijing,4
European Union,2021-02-10,Sinovac,0
European Union,2021-02-10,Sputnik V,0
European Union,2021-02-11,Johnson&Johnson,112
European Union,2021-02-11,Moderna,469600
European Union,2021-02-11,Oxford/AstraZeneca,66879
European Union,2021-02-11,Pfizer/BioNTech,18718885
European Union,2021-02-11,Sinopharm/Beijing,4
European Union,2021-02-11,Sinovac,0
European Union,2021-02-11,Sputnik V,0
European Union,2021-02-12,Johnson&Johnson,119
European Union,2021-02-12,Moderna,621845
European Union,2021-02-12,Oxford/AstraZeneca,260243
European Union,2021-02-12,Pfizer/BioNTech,20971876
European Union,2021-02-12,Sinopharm/Beijing,4
European Union,2021-02-12,Sinovac,0
European Union,2021-02-12,Sputnik V,2385
European Union,2021-02-13,Johnson&Johnson,120
European Union,2021-02-13,Moderna,636393
